Snippet,CWE,Target
"
{
 string var_WRLYZA;
 var_WRLYZA = """";
 
{
 try 
{
 using (var_CK1OZ5 var_MDZBI4 = new var_CK1OZ5(""data.txt"")) 
{
 var_WRLYZA = var_MDZBI4.var_G41WZD();
 }
 }
 catch (var_809PUM var_VF1GUT) 
{
 var_XPRUZV.var_P8D18Y.var_0WVWSV(var_AM6ZNU.var_BBQIJK.var_SGFBOK, var_VF1GUT, ""Error with stream reading"");
 }
 }
 var_MJUTCH var_288L5T = new var_MJUTCH();
 var_288L5T.var_WABF7L = var_WRLYZA;
 var_KFV1QU.var_FMLL1L(var_288L5T  );
 }
",CWE15,1
"
{
 string var_THKXWA;
 while (true) 
{
 var_THKXWA = """";
 
{
 try 
{
 using (var_98AKKC var_R1FP0A = new var_98AKKC(""host.example.org"", 39544)) 
{
 using (var_2WJ940 var_ZEQKQR = new var_2WJ940(var_R1FP0A.var_GBFPAJ())) 
{
 var_THKXWA = var_ZEQKQR.var_KWX65H();
 }
 }
 }
 catch (var_4G1F7C var_7HKMN9) 
{
 var_IO3IDQ.var_RI0S7C.var_X0TTL3(var_IBTGZ9.var_8LPUV5.var_UZG200, var_7HKMN9, ""Error with stream reading"");
 }
 }
 break;
 }
 var_MDS0G7 var_FPRH0Q = null;
 try 
{
 var_FPRH0Q = var_IO3IDQ.var_QDJMZ4();
 var_FPRH0Q.var_2S72P6 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_THKXWA + "";
Password="" + """";
 var_FPRH0Q.var_QN5P1V();
 }
 catch (var_PZT3TZ var_JD8RJL) 
{
 var_IO3IDQ.var_RI0S7C.var_X0TTL3(var_IBTGZ9.var_8LPUV5.var_UZG200, var_JD8RJL, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_FPRH0Q != null) 
{
 var_FPRH0Q.var_CSGETU();
 }
 }
 catch (var_PZT3TZ var_JD8RJL) 
{
 var_IO3IDQ.var_RI0S7C.var_X0TTL3(var_IBTGZ9.var_8LPUV5.var_UZG200, var_JD8RJL, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_G90WMQ;
 var_G90WMQ = """";
 
{
 try 
{
 using (var_V0DIG5 var_CF3V3B = new var_V0DIG5(""host.example.org"", 39544)) 
{
 using (var_LFUGSA var_46TH9U = new var_LFUGSA(var_CF3V3B.var_FNOLI4())) 
{
 var_G90WMQ = var_46TH9U.var_MSPJ2Y();
 }
 }
 }
 catch (var_RB35CQ var_B7YBE6) 
{
 var_BCZJ1W.var_PC99KK.var_UDB8PK(var_QCE3SP.var_NN87OK.var_0M7937, var_B7YBE6, ""Error with stream reading"");
 }
 }
 var_G90WMQ = var_G90WMQ;
 var_9HBFG7();
 }
",CWE15,1
"
{
 string var_249IV8;
 var_249IV8 = """";
 
{
 try 
{
 using (var_7B04NG var_6JYUMD = new var_7B04NG(""host.example.org"", 39544)) 
{
 using (var_XAX2MQ var_2QV833 = new var_XAX2MQ(var_6JYUMD.var_T6IW7Z())) 
{
 var_249IV8 = var_2QV833.var_V67H1M();
 }
 }
 }
 catch (var_SRR2QZ var_I1R7DO) 
{
 var_QKSH93.var_O9R7E6.var_VAKLV9(var_E1WVC0.var_XBM72H.var_V90RKG, var_I1R7DO, ""Error with stream reading"");
 }
 }
 for (int var_ABTFRP = 0;
 var_ABTFRP < 1;
 var_ABTFRP++) 
{
 var_L2FOC4 var_S8ZP6D = null;
 try 
{
 var_S8ZP6D = var_QKSH93.var_06P356();
 var_S8ZP6D.var_5XC0RZ = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_249IV8 + "";
Password="" + """";
 var_S8ZP6D.var_58X1MH();
 }
 catch (var_41HVES var_WPUA1Y) 
{
 var_QKSH93.var_O9R7E6.var_VAKLV9(var_E1WVC0.var_XBM72H.var_V90RKG, var_WPUA1Y, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_S8ZP6D != null) 
{
 var_S8ZP6D.var_BNU4TN();
 }
 }
 catch (var_41HVES var_WPUA1Y) 
{
 var_QKSH93.var_O9R7E6.var_VAKLV9(var_E1WVC0.var_XBM72H.var_V90RKG, var_WPUA1Y, ""Error closing Connection"");
 }
 }
 }
 }
",CWE15,1
"
{
 string var_RC0TM9 = var_9Z06UU();
 var_JA9B2P var_WOB02V = null;
 try 
{
 var_WOB02V = var_7R5041.var_1YRJ12();
 var_WOB02V.var_X5IZBS = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_RC0TM9 + "";
Password="" + """";
 var_WOB02V.var_951REQ();
 }
 catch (var_TQDRI5 var_SJRI13) 
{
 var_7R5041.var_771PEC.var_456C5S(var_J5ITJ9.var_XQ6KMA.var_8P361C, var_SJRI13, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_WOB02V != null) 
{
 var_WOB02V.var_YYRVST();
 }
 }
 catch (var_TQDRI5 var_SJRI13) 
{
 var_7R5041.var_771PEC.var_456C5S(var_J5ITJ9.var_XQ6KMA.var_8P361C, var_SJRI13, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_YG9N6H;
 var_OHE6WF = true;
 var_YG9N6H = var_SRN4E5();
 var_KFS6CB var_2L5FHM = null;
 try 
{
 var_2L5FHM = var_GFN2E4.var_5QJ1BC();
 var_2L5FHM.var_5DF181 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_YG9N6H + "";
Password="" + """";
 var_2L5FHM.var_3MEFED();
 }
 catch (var_DHSPEJ var_6PATQV) 
{
 var_GFN2E4.var_2YBFC1.var_5B4QCW(var_EFPRY6.var_JZ6I5C.var_8LNP55, var_6PATQV, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_2L5FHM != null) 
{
 var_2L5FHM.var_RPUDB6();
 }
 }
 catch (var_DHSPEJ var_6PATQV) 
{
 var_GFN2E4.var_2YBFC1.var_5B4QCW(var_EFPRY6.var_JZ6I5C.var_8LNP55, var_6PATQV, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_1GR7AL;
 if (var_Z6DZUT.var_XS1IA8) 
{
 var_1GR7AL = var_KPH195.var_5ADVMB(""ADD"");
 }
 else 
{
 var_1GR7AL = null;
 }
 var_5XPS5O var_YWRJ2O = null;
 try 
{
 var_YWRJ2O = var_Z6DZUT.var_C3I9OC();
 var_YWRJ2O.var_1B7T56 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_1GR7AL + "";
Password="" + """";
 var_YWRJ2O.var_OMGW0K();
 }
 catch (var_H8AT1Z var_SAGYA0) 
{
 var_Z6DZUT.var_1DOV4C.var_U8BY4C(var_XCLN5C.var_UYBABH.var_O7YU31, var_SAGYA0, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_YWRJ2O != null) 
{
 var_YWRJ2O.var_0GKLT3();
 }
 }
 catch (var_H8AT1Z var_SAGYA0) 
{
 var_Z6DZUT.var_1DOV4C.var_U8BY4C(var_XCLN5C.var_UYBABH.var_O7YU31, var_SAGYA0, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_VKJDJ9;
 if (var_1IBX50.var_6Q8P8W) 
{
 var_VKJDJ9 = """";
 
{
 try 
{
 using (var_QKT4IG var_AKAURH = var_1IBX50.var_K3BX1B()) 
{
 var_AKAURH.var_CBFXGF();
 using (var_HWXZ7P var_1RWC85 = new var_HWXZ7P(null, var_AKAURH)) 
{
 var_1RWC85.var_JRP86D = ""select name from users where id=0"";
 var_1RWC85.var_LUU3FR();
 using (var_ZP470Y var_P9K0ZO = var_1RWC85.var_3K0HJ3()) 
{
 var_VKJDJ9 = var_P9K0ZO.var_9N7APG(1);
 }
 }
 }
 }
 catch (var_AU8KU8 var_EQ8VRF) 
{
 var_1IBX50.var_2L1UR1.var_JVMALC(var_8WELJG.var_NCCW9P.var_NX99UP, var_EQ8VRF, ""Error with SQL statement"");
 }
 }
 }
 else 
{
 var_VKJDJ9 = null;
 }
 var_QKT4IG var_1G5MQ3 = null;
 try 
{
 var_1G5MQ3 = var_1IBX50.var_K3BX1B();
 var_1G5MQ3.var_LL3P55 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_VKJDJ9 + "";
Password="" + """";
 var_1G5MQ3.var_CBFXGF();
 }
 catch (var_AU8KU8 var_EQ8VRF) 
{
 var_1IBX50.var_2L1UR1.var_JVMALC(var_8WELJG.var_NCCW9P.var_NX99UP, var_EQ8VRF, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_1G5MQ3 != null) 
{
 var_1G5MQ3.var_PN67V2();
 }
 }
 catch (var_AU8KU8 var_EQ8VRF) 
{
 var_1IBX50.var_2L1UR1.var_JVMALC(var_8WELJG.var_NCCW9P.var_NX99UP, var_EQ8VRF, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_1829A5;
 var_1829A5 = """";
 
{
 try 
{
 using (var_0P2XHN var_R1Z74N = var_TX0E4S.var_1P0FXV()) 
{
 var_R1Z74N.var_EZV48L();
 using (var_GJF7JZ var_HLQXGC = new var_GJF7JZ(null, var_R1Z74N)) 
{
 var_HLQXGC.var_C0GKCY = ""select name from users where id=0"";
 var_HLQXGC.var_B0VJJV();
 using (var_OEK0BK var_AOQ3KN = var_HLQXGC.var_MISUKU()) 
{
 var_1829A5 = var_AOQ3KN.var_9MVNEV(1);
 }
 }
 }
 }
 catch (var_2KBNPY var_6RZJR5) 
{
 var_TX0E4S.var_8N1FRM.var_OAQ3EQ(var_FO00BD.var_RMO1YD.var_02ALJI, var_6RZJR5, ""Error with SQL statement"");
 }
 }
 var_FWM7BG.var_ERKUS6(var_1829A5 );
 }
",CWE15,1
"
{
 string var_8TBXLC = var_H4OUOE.var_DS7X62();
 var_HSC7W9 var_O7WM0F = null;
 try 
{
 var_O7WM0F = var_EUM07B.var_Q51TJG();
 var_O7WM0F.var_VO66DO = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_8TBXLC + "";
Password="" + """";
 var_O7WM0F.var_DBHQIO();
 }
 catch (var_L012Y0 var_XQANZ6) 
{
 var_EUM07B.var_SEZMH3.var_98GR2M(var_A8O3XG.var_7FYG47.var_I22YTU, var_XQANZ6, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_O7WM0F != null) 
{
 var_O7WM0F.var_27BE41();
 }
 }
 catch (var_L012Y0 var_XQANZ6) 
{
 var_EUM07B.var_SEZMH3.var_98GR2M(var_A8O3XG.var_7FYG47.var_I22YTU, var_XQANZ6, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_PMYDNX;
 var_PMYDNX = """";
 
{
 try 
{
 using (var_9CDFJ4 var_CM32PM = new var_9CDFJ4(""data.txt"")) 
{
 var_PMYDNX = var_CM32PM.var_JKAAMA();
 }
 }
 catch (var_36NRFU var_8TKRYE) 
{
 var_JL1JIS.var_EO3HVW.var_G9VLQ9(var_YZS9NJ.var_205V7V.var_A1QYMB, var_8TKRYE, ""Error with stream reading"");
 }
 }
 var_FX2696 var_YC7N50 = new var_5TJR3G();
 var_YC7N50.var_UDGI22(var_PMYDNX );
 }
",CWE15,1
"
{
 string var_YFENMX;
 var_YFENMX = """";
 
{
 try 
{
 using (var_LQHOY7 var_LLDVT5 = new var_LQHOY7(""data.txt"")) 
{
 var_YFENMX = var_LLDVT5.var_I6WE91();
 }
 }
 catch (var_RG0GHP var_K2T9L7) 
{
 var_6E1AD1.var_34BKHI.var_GHDUZR(var_RGAQKK.var_35NG5N.var_04OYSD, var_K2T9L7, ""Error with stream reading"");
 }
 }
 for (int var_77APC1 = 0;
 var_77APC1 < 1;
 var_77APC1++) 
{
 var_O8JRL9 var_83RM6O = null;
 try 
{
 var_83RM6O = var_6E1AD1.var_CTYNGA();
 var_83RM6O.var_2K3NPC = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_YFENMX + "";
Password="" + """";
 var_83RM6O.var_O0YGT2();
 }
 catch (var_AWHZTZ var_BEL1B0) 
{
 var_6E1AD1.var_34BKHI.var_GHDUZR(var_RGAQKK.var_35NG5N.var_04OYSD, var_BEL1B0, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_83RM6O != null) 
{
 var_83RM6O.var_UR91YR();
 }
 }
 catch (var_AWHZTZ var_BEL1B0) 
{
 var_6E1AD1.var_34BKHI.var_GHDUZR(var_RGAQKK.var_35NG5N.var_04OYSD, var_BEL1B0, ""Error closing Connection"");
 }
 }
 }
 }
",CWE15,1
"
{
 string var_1LBSJF;
 var_1LBSJF = """";
 
{
 try 
{
 using (var_YXM6WG var_G05FD5 = var_ZUN8IQ.var_NDKDKS()) 
{
 var_G05FD5.var_XLL1H7();
 using (var_0K7MZN var_OVUH9X = new var_0K7MZN(null, var_G05FD5)) 
{
 var_OVUH9X.var_C6HGAV = ""select name from users where id=0"";
 var_OVUH9X.var_46JSOP();
 using (var_B7WLFQ var_MTBTJI = var_OVUH9X.var_URIY23()) 
{
 var_1LBSJF = var_MTBTJI.var_5UF4XT(1);
 }
 }
 }
 }
 catch (var_3BEE15 var_TCDL1X) 
{
 var_ZUN8IQ.var_4MAI0Z.var_Z6DTUC(var_43Q09G.var_6AFKDB.var_GPGEIT, var_TCDL1X, ""Error with SQL statement"");
 }
 }
 var_SXEY7H(var_1LBSJF  );
 }
",CWE15,1
"
{
 string var_M9XI0O;
 var_M9XI0O = """";
 
{
 try 
{
 using (var_F1HEXW var_DE4D8C = new var_F1HEXW(""host.example.org"", 39544)) 
{
 using (var_TUPJB8 var_EWF4F0 = new var_TUPJB8(var_DE4D8C.var_TYKTQG())) 
{
 var_M9XI0O = var_EWF4F0.var_UEJ0XO();
 }
 }
 }
 catch (var_1JZ9QR var_YJMWCN) 
{
 var_BQH8SK.var_R0YCKW.var_HK6B6E(var_F73AKY.var_9OIPNE.var_N3QUXK, var_YJMWCN, ""Error with stream reading"");
 }
 }
 var_YKYMPD var_6WJY5O = new var_YKYMPD();
 var_6WJY5O.var_V3GRC0 = var_M9XI0O;
 var_9VH4HF.var_H56FIP(var_6WJY5O  );
 }
",CWE15,1
"
{
 string var_XV5GKP = var_HVH71R.var_UTVE28();
 var_803C6P var_6DYJG2 = null;
 try 
{
 var_6DYJG2 = var_DM5TZI.var_QOOV7Q();
 var_6DYJG2.var_HSN8MX = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_XV5GKP + "";
Password="" + """";
 var_6DYJG2.var_Z3C6BN();
 }
 catch (var_WE675M var_56DSTN) 
{
 var_DM5TZI.var_F15HVY.var_ZNOLSY(var_RGXO87.var_GQ94O6.var_R4418O, var_56DSTN, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_6DYJG2 != null) 
{
 var_6DYJG2.var_LRP33C();
 }
 }
 catch (var_WE675M var_56DSTN) 
{
 var_DM5TZI.var_F15HVY.var_ZNOLSY(var_RGXO87.var_GQ94O6.var_R4418O, var_56DSTN, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
"
{
 string var_DMFE4T;
 if (var_F6BBWE()) 
{
 var_DMFE4T = """";
 
{
 var_A9ZI84 var_BO5XBH = var_CGQAH3.var_9PETT3;
 if (var_BO5XBH != null) 
{
 var_DMFE4T = var_BO5XBH[0].var_LYWWRA;
 }
 }
 }
 else 
{
 var_DMFE4T = null;
 }
 var_5LAHS5 var_0MS6R7 = null;
 try 
{
 var_0MS6R7 = var_EN3ZZI.var_JX5NTK();
 var_0MS6R7.var_TFKR86 = @""Data Source="" + """" + "";
Initial Catalog="" + """" + "";
User ID="" + var_DMFE4T + "";
Password="" + """";
 var_0MS6R7.var_F9WMT5();
 }
 catch (var_UPAUF1 var_KYGFKE) 
{
 var_EN3ZZI.var_QIA8IV.var_JFOZH2(var_Q1JCHY.var_2ZISLG.var_M7CO1C, var_KYGFKE, ""Error getting database connection"");
 }
 finally 
{
 try 
{
 if (var_0MS6R7 != null) 
{
 var_0MS6R7.var_XPKDHA();
 }
 }
 catch (var_UPAUF1 var_KYGFKE) 
{
 var_EN3ZZI.var_QIA8IV.var_JFOZH2(var_Q1JCHY.var_2ZISLG.var_M7CO1C, var_KYGFKE, ""Error closing Connection"");
 }
 }
 }
",CWE15,1
